Agent_id,lost_reason,source,source_city,source_country,utm_source,utm_medium,des_city,des_country,room_type,lead_id,cat_lease,cat_budget,lead_score,status
97,30,126,183,163,20,3,91,8,1,14769,2,4,39.50117178715773,1
67,21,126,3868,163,20,3,165,8,0,12543,2,4,0.8006610017672247,0
20,15,126,1533,163,20,3,194,8,3,7592,2,0,0.5252417080901305,0
32,29,126,1264,31,20,3,194,8,3,18281,1,5,55.220936937431816,0
17,30,126,3868,163,20,3,18,8,0,25281,2,4,29.377285809540922,1
77,16,95,3868,163,3,3,194,8,5,13345,2,0,0.579021456152026,0
9,30,126,1427,163,20,3,18,8,0,3247,1,4,82.48393695733027,1
70,16,126,297,163,20,3,18,8,0,12170,1,4,3.0468938028634653,0
20,15,280,2596,163,24,56,69,8,0,6260,1,4,0.006878684257102096,0
20,15,199,2605,99,20,3,133,8,5,11132,5,5,0.32288939914366804,0
65,20,258,1882,163,20,3,194,8,5,8495,1,5,0.09314823114033383,0
109,16,126,3868,163,20,3,186,8,0,13670,1,5,0.08610630009632425,0
17,15,127,4003,163,20,3,201,8,5,5847,5,5,0.2024766246221295,0
19,16,126,3259,99,20,3,194,8,1,18900,0,4,0.4661128723716511,0
20,15,164,1040,34,15,43,11,0,5,240,5,5,6.775089825313775,0
20,15,126,2943,167,20,3,104,8,0,19974,5,6,0.30992036706693415,0
70,25,164,3110,163,9,3,160,8,5,132,5,5,6.761495178909044,0
35,21,126,2534,163,20,3,130,8,3,16856,2,5,1.873902470296479,0
20,15,232,3555,99,20,3,81,8,5,23285,2,5,0.09690485714059917,0
46,16,127,2848,99,20,3,194,8,5,16962,2,5,0.4390201732120222,0
10,23,127,510,43,23,35,22,8,5,18894,1,5,26.779105641806634,0
20,15,127,3628,163,17,35,191,8,5,6545,5,5,0.07804518589934686,0
3,21,126,1963,163,20,3,26,8,0,23901,1,4,6.019899635554256,0
70,20,126,4081,163,20,3,130,8,1,7554,1,4,1.0707594019015638,0
30,21,126,732,84,20,3,109,8,0,1145,1,4,32.364694741667606,0
57,25,164,335,158,20,3,148,8,5,15599,5,5,4.947468888196467,0
111,16,127,3581,163,3,3,129,8,5,26210,2,5,0.1968147749712881,0
20,15,280,1292,163,20,3,126,8,0,17025,1,5,0.03183656749190096,0
52,20,164,2500,0,9,3,194,8,5,7225,5,5,11.412724212590453,0
32,25,280,297,163,20,3,18,8,0,1637,5,5,6.612291226377054,0
20,17,127,2127,163,20,3,97,8,5,5079,1,5,2.2697356970065368,0
77,30,126,331,163,20,3,151,8,3,16936,2,0,26.72642707105449,1
17,21,126,2127,163,20,3,165,8,3,13468,5,5,2.1953746539154886,0
47,20,164,2333,167,20,3,151,8,5,18709,5,5,0.4207735156178636,0
112,20,126,2028,99,20,3,87,8,3,5956,5,4,6.412941301352691,0
18,16,126,2544,163,20,3,35,8,3,9623,5,5,2.1333082602654723,0
109,25,126,1322,174,20,3,91,8,3,19375,5,5,4.808710270116768,0
14,30,126,3741,163,20,3,109,8,3,15945,2,0,24.85173627545294,1
41,29,280,2605,99,20,3,111,8,0,14617,2,5,3.854352934771682,0
62,16,126,1746,163,20,3,194,8,0,16949,1,5,0.22006759988221783,0
20,15,126,2943,167,20,3,81,8,0,11738,1,0,0.7655398852101641,0
20,15,164,936,131,20,3,133,8,5,24372,5,5,0.2947924207428324,0
20,15,280,1107,163,20,3,69,8,1,3261,1,4,0.15659800230299553,0
91,16,164,3868,163,20,3,111,8,5,9657,5,5,0.13782538332789265,0
60,20,278,1503,33,20,3,87,8,5,17835,5,5,0.9336651124068495,0
74,20,127,3172,163,3,3,165,8,5,13869,1,5,1.681443474341366,0
16,24,126,1107,163,20,3,6,8,3,19903,0,4,23.233923210867953,0
105,5,164,3818,131,3,30,190,9,5,8441,5,5,0.003040455525496013,0
20,15,126,1753,163,20,3,81,8,0,21670,1,4,0.6114856504308983,0
20,15,127,1798,163,20,3,22,8,5,10394,2,5,2.184014100423531,0
14,11,126,405,163,20,3,151,8,1,20248,5,5,0.1588010794983353,0
46,21,195,1292,163,20,3,201,8,5,22707,2,5,0.22668696651154027,0
13,20,126,1369,163,3,3,73,8,3,24357,1,5,7.700041830675509,0
20,15,164,1107,163,20,3,120,8,5,2453,5,5,0.8206138940853399,0
20,15,258,1306,99,20,3,69,8,5,22894,0,5,0.1575628231102808,0
25,29,199,1140,163,20,3,194,8,5,15542,5,5,4.953683921316155,0
17,21,126,1886,163,20,3,111,8,0,5554,1,5,7.089515015574727,0
62,20,199,3868,163,17,35,151,8,5,7993,5,5,0.07490280427969631,0
32,26,245,1306,99,20,3,194,8,5,20622,5,5,1.4542103905797104,0
63,29,126,2943,167,20,3,98,8,0,18311,5,0,15.347828656489721,0
91,8,126,250,163,20,3,18,8,1,6689,2,5,0.3231442120975351,0
109,15,280,2049,99,20,3,111,8,0,22168,1,4,0.02264776861722524,0
91,7,126,1052,163,20,3,29,8,3,10293,1,0,0.13540872900782572,0
20,16,280,2274,8,20,3,133,8,0,20636,0,0,0.26137295048905573,0
20,15,136,2943,167,20,3,64,8,5,16341,1,5,0.5032517293381437,0
90,21,126,501,162,20,3,194,8,3,25017,1,0,0.7495283894079001,0
20,15,280,3831,152,20,3,133,8,1,9840,2,4,0.02245176821238464,0
20,16,199,3279,103,17,35,81,8,5,18459,5,5,0.11262392292499249,0
20,15,19,2402,77,24,56,11,0,5,5136,5,5,8.309944260510099,0
43,9,126,297,163,20,3,151,8,0,24766,1,5,0.051634177537021236,0
11,16,127,854,99,20,3,194,8,5,6633,2,5,2.4896968600486358,0
20,15,117,3868,163,20,30,113,8,5,16690,5,5,0.1043690529469794,0
20,15,280,724,163,20,3,14,8,0,9073,1,4,0.22167734250602222,0
105,21,126,3832,163,20,3,191,8,1,14349,0,0,0.40251358159834927,0
91,12,280,1306,99,20,3,48,8,0,25166,5,5,0.022231812434066335,0
92,16,127,3029,99,20,3,111,8,5,126,1,5,1.8932190143382563,0
63,20,232,121,0,20,3,73,8,5,15969,5,5,7.358551919851244,0
112,26,126,1802,112,20,3,109,8,0,17346,2,4,12.538640870285661,0
20,15,280,1203,167,20,3,17,8,0,7070,0,4,0.19463159006539058,0
17,16,280,2137,176,17,35,194,8,0,24618,1,0,0.0027701721275934124,0
7,21,126,1385,112,20,3,73,8,0,198,0,5,32.28089179332707,0
9,16,126,3868,163,20,3,18,8,0,12730,1,4,1.4963832010013167,0
20,15,164,97,131,20,3,69,8,5,753,5,5,3.6339867461870003,0
109,21,126,3849,0,20,3,18,8,1,7821,5,6,29.011924542659212,0
109,16,126,3886,163,20,3,160,8,0,17640,2,4,0.08784645882224489,0
57,25,126,127,143,20,3,109,8,0,10770,0,5,24.323481648871493,0
61,20,126,2943,167,20,3,165,8,3,21663,2,4,0.4478486251178131,0
62,5,164,1886,163,20,3,194,8,5,10217,5,5,0.005459625581228972,0
20,15,164,3713,0,15,43,69,8,5,17780,5,5,0.6526913372280208,0
20,15,280,3868,163,20,3,34,8,0,10297,0,5,0.052143243332932486,0
7,23,199,1329,0,20,3,165,8,5,14199,5,5,14.889049285459318,0
20,15,127,1283,163,20,3,81,8,5,15068,2,5,1.0432629334890418,0
104,21,126,1483,77,20,3,18,8,0,8025,1,4,24.522677692511053,0
25,16,126,2028,99,20,3,111,8,1,17709,5,5,1.7035167319439455,0
32,21,126,1937,142,20,3,151,8,1,10212,1,0,4.415142144283817,0
92,30,164,2534,163,3,3,128,8,5,1541,5,5,37.29542270031063,1
61,21,280,2853,163,20,3,57,8,0,8708,2,4,0.26681988259292305,0
20,15,258,2605,99,24,56,11,0,5,24154,5,5,0.017885211811441894,0
63,18,126,1655,40,20,3,194,8,3,19943,5,4,2.15874312170651,0
32,29,126,3868,163,20,3,87,8,0,6540,2,5,30.046471144571168,0
35,21,126,2049,99,20,3,109,8,1,21080,5,5,5.439425729616107,0
20,15,126,815,165,20,3,81,8,3,17065,1,4,1.106429926253866,0
20,15,280,1157,175,20,3,22,8,1,1977,1,0,0.24507311475661236,0
41,21,126,1882,163,20,3,109,8,0,4243,1,4,6.374577062619668,0
57,16,126,3868,163,20,3,109,8,1,8028,1,4,0.4808642342862094,0
79,25,280,3191,163,20,3,87,8,1,21504,5,5,0.19815025688956306,0
20,15,192,4173,180,15,34,120,8,5,10769,5,5,0.027005859369640454,0
14,15,126,2049,99,20,3,73,8,0,15878,1,5,2.4091660158302415,0
111,19,18,4173,180,15,24,194,8,5,4131,5,5,1.0521723163778922,0
16,16,117,453,163,20,3,73,8,5,25900,5,5,1.257628220957738,0
60,16,18,4173,180,15,24,194,8,5,5202,5,5,0.6626470791325769,0
70,16,126,4085,163,20,3,206,8,0,8081,0,5,0.1378576180346349,0
111,16,125,2943,167,20,3,2,8,5,2173,2,5,1.640864501221436,0
12,18,126,3172,163,20,3,194,8,1,8294,5,0,0.7340248370862351,0
25,29,126,1107,163,20,3,6,8,3,2952,1,5,78.9078710129562,0
22,21,126,2028,99,20,3,111,8,3,18941,1,4,7.102413624305262,0
20,17,127,1768,167,20,3,38,8,5,18321,0,5,1.9226027277153495,0
20,15,280,3868,163,20,3,22,8,1,26120,2,5,0.02054271791530274,0
6,21,126,370,163,20,3,111,8,1,4246,2,5,13.750356242796565,0
55,29,126,3868,163,20,3,194,8,1,3853,0,0,12.438495035632402,0
78,16,126,2554,31,20,3,194,8,0,7334,1,5,1.9796635120147694,0
40,7,199,341,163,20,3,109,8,5,9518,5,5,0.029000514218583018,0
62,29,164,3785,99,20,3,118,8,5,18551,5,5,11.717433453879513,0
25,10,126,2544,163,20,3,130,8,0,21195,1,4,0.05938540837282193,0
106,16,126,2418,163,20,3,194,8,0,25308,1,4,0.06515322299146424,0
54,17,127,1107,163,3,3,6,8,5,17826,5,5,6.857686461926571,0
28,8,127,2605,99,20,3,89,8,5,16739,5,5,0.1577635249250039,0
16,20,126,2258,163,20,3,111,8,0,6373,1,4,4.57558953703291,0
11,18,199,3029,99,20,3,194,8,5,4280,5,5,0.6115961319921708,0
9,16,126,19,163,20,3,109,8,0,22330,1,5,1.2041496797062035,0
47,21,126,3259,99,20,3,128,8,0,16964,1,4,3.545579227262801,0
20,15,126,3246,99,20,3,194,8,3,12517,1,0,0.5485282278347073,0
109,29,280,2195,163,20,3,111,8,1,12771,1,4,1.0005636051262086,0
13,16,280,1630,119,17,35,194,8,3,15939,2,5,0.013333186065810415,0
20,15,280,3172,163,20,3,22,8,3,26045,1,4,0.026887634767058556,0
20,17,127,3868,163,20,3,162,8,5,6279,0,5,0.5691004637530921,0
105,16,127,203,99,3,3,18,8,5,11485,5,5,14.011003248322856,0
12,0,258,2028,99,20,3,109,8,5,15302,0,5,0.001534042375289697,0
25,29,126,956,45,20,3,18,8,3,24823,1,5,83.50865901333853,0
70,21,127,3785,99,3,3,6,8,5,9349,0,5,27.611542745588274,0
77,21,126,3250,45,20,3,18,8,3,25952,1,5,9.802819250747119,0
20,15,127,2511,99,12,0,81,8,5,15419,0,5,3.1486602654958693,0
54,16,164,2830,163,24,56,151,8,5,23912,5,5,0.006785495697115125,0
18,24,232,3868,163,9,3,23,8,5,16600,5,5,2.6490604032698197,0
65,16,258,638,99,24,56,194,8,5,4171,2,5,0.014215672084857245,0
14,16,126,3868,163,20,3,194,8,0,25057,5,5,0.09426449976568398,0
20,15,136,2341,21,20,30,104,8,5,16639,1,5,1.2595349783806389,0
20,15,164,3521,135,20,3,22,8,5,19485,5,5,0.4873027111163491,0
91,0,126,2501,167,20,3,87,8,3,15081,0,5,0.003313346575520057,0
92,7,126,3832,163,20,3,87,8,0,12575,2,5,0.021059453657514667,0
3,20,126,1753,163,20,3,87,8,3,11503,1,4,5.611945631476445,0
10,21,126,3868,163,20,3,26,8,3,25519,1,4,2.5735012768884737,0
20,15,280,2605,99,20,3,133,8,0,13773,1,5,0.06086672640986092,0
111,9,126,706,163,20,3,18,8,0,16082,1,5,0.16517252460863757,0
12,19,126,1162,163,20,3,87,8,0,4409,1,4,7.481503401308409,0
1,20,126,1420,163,20,3,18,8,0,6142,1,5,16.91161593824441,0
6,16,232,173,163,20,3,18,8,5,16067,5,5,0.5936768363453016,0
20,15,232,1503,33,20,3,22,8,5,10726,5,5,2.3360592462271534,0
16,21,280,2596,163,20,3,111,8,0,7442,2,5,0.27596368055301185,0
13,25,164,999,163,9,3,194,8,5,12967,5,5,7.61359814625415,0
20,15,127,678,163,20,3,81,8,5,8975,5,5,1.8954168310890867,0
41,29,127,3538,175,20,3,194,8,5,10442,5,5,7.863491045639785,0
3,21,199,2836,99,20,3,109,8,5,4859,5,5,4.042707893369172,0
5,21,232,1620,163,20,3,87,8,5,8129,5,5,1.285018112564441,0
7,10,18,4173,180,15,24,48,8,5,10076,5,5,0.6340612102267561,0
20,15,199,606,155,20,3,133,8,5,15702,5,5,0.20878890204631373,0
80,20,126,515,99,20,3,6,8,0,10805,1,5,22.35954468945024,0
6,7,126,3832,163,20,3,87,8,1,7027,1,5,0.07163407521781412,0
69,21,126,2943,167,20,3,165,8,0,17802,5,6,0.6960583266430919,0
54,30,127,2921,163,20,3,151,8,5,21229,0,5,10.856734368433415,1
20,15,199,2121,99,20,3,133,8,5,21336,5,5,0.19669186170521474,0
20,17,127,2511,99,5,38,146,8,5,5972,1,5,1.7536473558295234,0
25,30,126,2452,99,20,3,6,8,3,13844,2,5,80.12514432294707,1
20,15,126,1475,31,20,3,81,8,3,21194,2,4,4.993325482419122,0
63,21,126,1607,78,20,3,160,8,0,5935,2,4,10.35922563528083,0
65,7,126,2797,163,3,3,109,8,3,6732,1,0,0.13811949227819648,0
20,17,127,2605,99,20,3,199,8,5,24376,5,5,0.4806906378416355,0
13,7,126,1715,169,20,3,188,8,3,2814,1,5,0.05849950988614979,0
13,30,126,3340,163,20,3,160,8,0,11445,1,4,22.406211818003044,1
22,23,280,2943,167,20,3,2,8,3,15133,1,5,0.7469229768411053,0
20,15,199,2457,173,20,3,69,8,5,15662,5,5,0.1602133820462264,0
12,29,199,2687,69,20,3,194,8,5,10609,5,5,16.612618946141794,0
20,15,127,3868,163,3,3,133,8,5,22207,2,5,0.40511435644604776,0
90,25,126,1292,163,20,3,151,8,3,20982,5,5,3.3522110183309914,0
20,15,127,606,155,20,3,22,8,5,5929,5,5,4.8951452990477975,0
40,2,280,3506,163,20,3,160,8,1,10610,1,5,0.00024398384186019025,0
20,15,126,2605,99,20,3,81,8,0,12002,5,5,2.1561523535301093,0
79,29,126,3147,163,20,3,109,8,3,14014,1,0,15.337340762350058,0
20,15,232,433,0,15,43,22,8,5,24934,5,5,0.6059954263660361,0
37,25,164,1753,163,20,3,87,8,5,22404,5,5,4.121890052323688,0
10,16,280,156,99,20,3,111,8,0,8482,2,5,0.393895502811658,0
20,15,127,175,69,20,3,11,0,5,14803,0,5,14.852082773315923,0
6,7,126,3811,116,20,3,130,8,1,4213,2,4,0.11453560741569334,0
28,30,126,4017,163,20,3,109,8,0,24634,1,4,12.303542998335585,1
103,29,126,2921,163,20,3,109,8,3,12253,1,4,13.998647170991415,0
20,15,126,2534,163,20,3,201,8,3,23198,1,6,0.11068374993625735,0
98,20,126,3868,163,20,3,109,8,0,19091,1,4,0.5170280453893854,0
51,21,126,3981,0,20,3,111,8,3,21729,1,4,9.713519792152507,0
41,20,126,3270,25,20,3,130,8,1,14383,2,5,9.219606137366812,0
16,21,267,2605,99,20,3,128,8,5,4575,1,5,0.9260676080612937,0
20,15,280,1867,109,20,3,81,8,3,19616,0,4,0.08128588147414774,0
70,20,192,4173,180,15,24,153,8,5,13493,5,5,0.06531964536061374,0
20,15,232,1906,112,20,3,138,0,5,1960,5,5,0.37688992260475707,0
13,20,126,3868,163,20,3,109,8,0,15854,5,5,1.4267034608527784,0
96,20,126,3868,163,20,3,18,8,0,2738,2,4,3.933147851312387,0
109,20,126,2780,163,3,3,18,8,0,14317,1,5,6.352975783352657,0
46,20,126,208,163,20,3,151,8,1,25065,2,4,1.3900947668230548,0
57,2,126,2308,3,20,3,87,8,1,10064,2,4,0.1614002921643274,0
41,30,164,1292,163,20,3,165,8,5,6261,5,5,21.784949611646308,1
21,18,126,3070,31,20,3,50,8,3,16333,5,4,11.961962907484192,0
109,30,164,2147,163,20,3,188,8,5,25102,5,5,2.283417716882294,1
12,20,258,1913,163,20,3,87,8,5,13365,5,5,0.346669663632362,0
111,16,280,1618,99,17,35,48,8,0,4631,5,4,0.06965420187968065,0
20,15,136,3506,163,20,30,81,8,5,15912,1,5,0.12536626501815837,0
57,18,126,2440,163,20,3,151,8,3,14625,0,5,0.5971690729146362,0
74,20,126,3987,163,20,3,18,8,1,12806,1,4,2.4525027491097395,0
12,16,126,2195,163,20,3,109,8,3,2913,1,5,1.8626648177640777,0
20,15,232,1812,8,15,43,22,8,5,12667,5,5,0.7276147564125005,0
104,2,127,2897,163,3,3,26,8,5,20780,1,5,0.017154502749504766,0
28,20,126,297,163,20,3,111,8,0,3112,1,4,9.718240913322163,0
112,20,126,3363,163,20,3,128,8,0,20942,1,4,0.39091204187987694,0
112,25,126,1292,163,20,3,6,8,0,13083,5,5,18.288015374789516,0
46,20,18,4173,180,15,24,194,8,5,23025,5,5,0.7851321528393476,0
9,16,126,474,131,20,3,194,8,0,670,1,4,2.815311917407626,0
20,15,127,2605,99,4,45,133,8,5,2447,1,5,1.0804313347628598,0
62,30,232,3868,163,20,3,109,8,5,1624,2,4,5.804789318672435,1
21,20,127,3832,163,3,3,6,8,5,6844,5,5,16.228530293285708,0
46,21,232,2028,99,24,56,165,8,5,6880,5,5,0.08618720366973515,0
102,21,126,1355,99,20,3,130,8,1,2234,1,5,9.6954448688121,0
62,30,126,153,163,20,3,18,8,0,2050,2,4,82.59597216792918,1
28,20,126,1541,163,20,3,130,8,0,9189,1,5,3.5521054019386433,0
57,25,126,2460,99,20,3,6,8,0,17929,5,5,33.04716697335167,0
79,30,232,2830,163,20,3,148,8,5,18953,5,5,1.520901712179349,1
10,23,126,190,145,17,35,73,8,3,1888,0,4,18.629884818572364,0
20,15,248,3745,99,24,56,11,0,5,17816,5,5,0.02171606177240711,0
92,20,126,3169,163,20,3,18,8,0,8084,1,4,3.7378901221208696,0
9,30,126,2921,163,20,3,151,8,0,16689,1,5,21.147520286888476,1
20,15,127,3832,163,3,3,34,8,5,4443,2,5,3.6837674444168798,0
109,15,126,2175,163,20,3,91,8,0,12249,2,5,0.35391542098063605,0
20,15,127,2195,163,20,3,81,8,5,16681,5,5,0.6648191550996809,0
109,16,126,412,163,20,3,111,8,3,21718,0,4,0.3973516529252914,0
70,30,126,3440,163,20,3,165,8,3,15700,1,4,9.994214179835696,1
20,15,232,2077,163,3,3,81,8,5,9250,5,5,0.422047811464714,0
80,26,111,2127,163,3,3,84,8,5,23215,1,5,20.015256552952565,0
70,25,280,2749,31,20,3,194,8,0,17996,5,4,0.795818400285696,0
20,15,164,31,36,20,30,19,11,5,12728,5,5,3.8758833626351405,0
106,21,126,1003,163,20,3,6,8,0,23685,2,5,3.83641969896661,0
90,30,126,3029,99,3,3,109,8,0,15718,0,4,59.13982139041634,1
8,21,126,3868,163,20,3,165,8,3,20187,1,4,0.8618364475933223,0
19,29,258,2333,167,17,35,151,8,5,12411,0,5,0.7067418180215623,0
20,15,232,3214,0,15,43,11,0,5,16421,5,5,0.5201759536795727,0
97,16,192,4173,180,15,55,160,8,5,23197,2,0,0.002287471723214637,0
79,18,126,2921,163,20,3,151,8,0,957,5,5,0.9768036837155186,0
6,8,126,1306,99,17,35,87,8,1,4286,0,4,0.2591614927299687,0
79,16,127,2278,176,17,35,194,8,5,19603,2,5,0.032589955753596626,0
91,16,199,3191,163,20,3,186,8,5,20980,5,5,0.01927068202176501,0
40,20,126,598,163,20,3,29,8,3,25702,1,0,4.636354660903544,0
39,0,126,1059,163,20,3,194,8,0,1433,2,5,0.007903541987511803,0
18,20,126,3868,163,20,3,151,8,3,4665,1,4,1.8459102210533844,0
16,25,126,3868,163,20,3,160,8,0,21384,5,0,2.7017620996000478,0
16,21,280,1285,24,20,3,18,8,3,13226,1,0,6.986105783626841,0
10,30,126,2340,163,20,3,18,8,0,18371,1,0,56.84562138993024,1
20,15,280,2848,99,20,3,22,8,0,16869,5,5,0.1451655615093977,0
20,15,136,1414,31,20,30,133,8,5,12193,0,5,1.4929691973842343,0
10,8,126,1475,31,20,3,109,8,0,7660,5,5,1.236922833405622,0
20,15,280,1052,163,20,3,22,8,3,23218,1,5,0.06889139390279495,0
62,26,126,1821,99,20,3,194,8,0,3331,2,5,22.29393379231862,0
21,15,280,1322,174,24,56,194,8,3,15488,1,6,0.0012475137086734134,0
77,0,199,3868,163,20,3,194,8,5,998,5,5,0.0004764209360824964,0
78,21,127,2418,163,20,3,2,8,5,2889,2,5,11.02292593696119,0
77,16,195,1306,99,20,3,89,8,5,13006,2,4,0.6227658463538072,0
91,2,280,3922,163,20,3,18,8,0,4783,1,4,0.0008606220477796467,0
112,10,199,331,163,4,9,109,8,5,14192,5,5,0.05238521331335967,0
91,21,126,1809,163,20,3,91,8,3,12086,0,5,2.896870261800063,0
20,15,280,2943,167,20,3,22,8,0,24516,5,5,0.029732338377052914,0
97,21,126,3868,163,20,3,35,8,0,17531,5,5,1.640416424489609,0
55,21,126,1059,163,20,3,109,8,3,8065,1,4,5.756129706862461,0
104,10,127,2605,99,20,3,151,8,5,1079,1,5,0.19995145054360702,0
79,2,126,2312,163,20,3,18,8,1,1971,5,5,0.03792852027959753,0
78,21,127,3167,99,20,3,37,8,5,19949,0,5,5.404021565988386,0
14,21,126,3868,163,3,3,109,8,1,10979,1,5,6.963845191692881,0
22,21,126,1488,45,20,3,18,8,3,4761,1,4,59.508238358126896,0
28,20,127,4011,78,17,35,194,8,5,9431,5,5,0.833949252047666,0
79,18,126,2943,167,20,3,6,8,1,24426,5,5,0.9060406875538853,0
92,20,126,297,163,20,3,18,8,1,13368,1,0,7.642885288466264,0
18,24,280,2195,163,20,3,111,8,3,13127,0,4,0.5362704027169555,0
22,30,195,333,163,20,3,201,8,5,26191,2,5,4.681834138426608,1
97,30,126,905,163,20,3,111,8,3,2052,1,0,49.91970286598,1
109,7,127,1435,99,20,3,186,8,5,2091,5,5,0.07431388800736738,0
20,15,199,3868,163,20,30,47,8,5,24156,5,5,0.02699703028600179,0
43,20,232,19,163,20,3,18,8,5,26198,5,5,0.7423104592158579,0
39,30,164,1798,163,20,3,87,8,5,23802,5,5,14.590439814669265,1
20,15,127,2939,163,3,3,81,8,5,19556,1,5,1.175486746491839,0
103,15,126,1107,163,20,3,6,8,1,13737,0,5,1.2398694177811576,0
16,16,280,2127,163,20,3,6,8,1,8831,2,5,0.2016800839084325,0
57,15,232,4119,58,20,30,194,8,5,10950,5,5,0.022781445337197614,0
20,15,280,1587,163,20,3,65,8,0,25896,0,4,0.031214115500407657,0
40,16,126,1503,33,20,3,194,8,0,12374,0,5,2.936178387208538,0
6,24,126,2921,163,20,3,151,8,0,707,0,5,11.542934445722823,0
92,25,126,1244,99,17,35,73,8,0,23291,5,4,5.80339243755567,0
37,16,280,2121,99,20,3,7,8,0,3080,1,5,0.6393424110758641,0
35,30,126,2848,99,20,3,109,8,3,25195,2,5,33.239162527499545,1
103,10,126,1541,163,3,3,109,8,0,6621,2,5,0.3452818014753695,0
3,21,232,4099,163,20,3,109,8,5,23075,5,5,0.15877322133534505,0
67,21,126,190,145,20,3,91,8,3,22025,1,4,4.5190212562670435,0
41,30,126,1879,169,20,3,73,8,3,3216,1,4,59.19713381902384,1
12,21,126,3818,131,20,3,87,8,3,16014,1,4,4.044959189848681,0
5,1,126,854,99,20,3,6,8,0,23945,2,5,0.07294014552125089,0
20,15,232,2115,100,20,30,184,7,5,21544,5,5,0.020239958618995836,0
109,16,126,3868,163,3,3,194,8,1,14655,0,5,0.20394038771729106,0
20,15,164,4173,4,20,3,11,0,5,11605,5,5,6.173071045784054,0
20,15,126,2921,163,20,3,81,8,3,953,1,4,1.5283709252739606,0
60,21,126,1537,8,20,3,73,8,0,8603,1,4,43.385043904613994,0
20,15,164,2195,163,20,3,81,8,5,20180,5,5,0.26158332743843016,0
22,29,280,2943,167,20,3,89,8,0,6524,2,5,3.139351729669288,0
20,15,258,2921,163,9,3,194,8,5,25294,1,5,0.014098507720993974,0
91,20,232,3868,163,20,3,109,8,5,9593,5,5,0.12910677788158367,0
109,21,126,3868,163,20,3,194,8,3,4193,0,0,0.7124022271954791,0
105,30,126,3785,99,20,3,109,8,0,24712,2,0,16.69918080214967,1
104,18,199,2943,167,20,3,206,8,5,26234,5,5,0.01818751372741798,0
22,23,126,2245,163,20,3,130,8,1,13514,1,4,5.381200598361791,0
100,10,126,1306,99,20,3,29,8,3,9112,2,0,0.7987118678905429,0
12,16,232,3868,163,15,43,194,8,5,3444,5,5,0.01366965592900434,0
17,16,126,2177,99,20,3,18,8,0,7554,2,5,8.73868294660295,0
13,20,126,3831,152,20,3,6,8,3,18023,1,4,4.416416547255145,0
57,21,164,2127,163,20,30,50,8,5,12719,5,5,0.8552399226585736,0
37,29,126,1550,40,20,3,160,8,1,11368,2,0,69.49079477840054,0
106,21,280,3388,99,20,3,35,8,0,9741,2,5,0.4358379115327516,0
55,21,127,2333,167,20,3,186,8,5,17260,2,5,0.8159017098101338,0
107,21,126,1753,163,20,3,87,8,3,22064,1,4,1.3981278862494835,0
20,15,199,3429,163,9,3,133,8,5,19269,5,5,0.10076459255698796,0
20,15,280,1292,163,20,3,133,8,1,5033,1,4,0.06586334440721812,0
19,30,199,2303,163,20,3,109,8,5,1560,1,4,24.074300332964498,1
103,21,126,2785,163,20,3,160,8,1,14903,1,5,0.7364760753263979,0
20,15,164,3868,163,20,3,69,8,5,20720,5,5,0.15626965600862058,0
32,16,126,1650,99,20,3,194,8,0,6134,5,5,1.6232179868328016,0
12,16,232,638,99,24,56,194,8,5,7747,5,5,0.03079834145088211,0
79,29,126,3868,163,20,3,165,8,0,17957,4,5,5.1638747592343135,0
105,16,126,2384,163,20,3,160,8,0,25366,1,4,0.09536606656898307,0
6,18,126,3528,163,20,3,111,8,0,13590,1,4,1.1216785036659935,0
51,2,126,2605,99,20,3,194,8,3,21548,2,0,0.00555044128729723,0
79,0,136,2605,99,12,0,165,8,5,24431,1,5,0.0035640528599737526,0
28,20,126,2534,163,20,3,130,8,1,23612,0,0,1.0646527538727497,0
5,20,126,3868,163,20,3,130,8,0,4045,1,4,2.7581395925425016,0
62,20,126,3868,163,20,3,29,8,3,8862,2,0,3.462980520052048,0
20,15,127,2745,163,11,30,22,8,5,14137,2,5,0.7005560299951319,0
20,15,126,1905,163,20,3,81,8,0,22426,1,4,0.5507832790687607,0
20,15,277,3344,99,20,3,133,8,5,17612,5,5,0.036435413501292674,0
78,16,126,4019,163,20,3,160,8,0,22695,1,4,0.08217282134127588,0
4,25,126,1208,99,20,3,194,8,3,3065,5,5,31.801054480245867,0
112,7,126,3630,99,20,3,109,8,0,12333,2,5,0.039980777964661374,0
20,15,192,4173,180,15,12,7,8,5,18117,5,5,0.1356535887633004,0
28,16,232,3722,163,20,30,194,8,5,17967,5,5,0.005935384778503117,0
6,16,199,2605,99,17,28,73,8,5,20575,5,5,0.22138499536993578,0
70,21,126,2534,163,3,3,130,8,0,20408,2,5,2.8969085024315233,0
12,21,258,3857,8,15,43,94,12,5,10881,0,5,0.6832655551799341,0
57,30,232,3868,163,20,3,109,8,5,659,2,5,6.359332965607123,1
74,16,126,3037,163,20,3,73,8,0,15613,1,5,0.4834217551566328,0
40,25,127,2605,99,20,3,185,8,5,11182,0,5,11.177022088121744,0
77,2,126,1787,29,20,3,111,8,0,13311,0,5,0.06692422544717946,0
40,24,126,1461,178,20,3,109,8,0,5502,0,5,12.519707609498932,0
100,20,126,2936,163,20,3,18,8,3,20949,2,4,1.6083114885350593,0
