Agent_id,lost_reason,source,source_city,source_country,utm_source,utm_medium,des_city,des_country,room_type,lead_id,cat_lease,cat_budget,lead_score
98,20,164,2049,99,20,3,111,8,5,3310,5,5,3.28540607587213
20,15,164,2620,138,20,30,138,0,5,11856,5,5,0.12415987837898206
20,15,127,19,163,20,3,81,8,5,7581,5,5,2.621375964460281
106,20,126,3440,163,20,3,111,8,3,17290,1,5,0.5946627790341843
20,15,232,1836,99,4,9,81,8,5,23112,5,5,0.36569932804319916
18,15,126,1369,163,20,3,26,8,3,1605,1,4,4.577459900857132
20,15,258,3129,176,20,30,16,5,5,19075,5,5,0.019523141046474582
20,15,127,2049,99,20,3,22,8,5,7856,5,5,5.975714291071312
7,21,126,3868,163,20,3,73,8,1,2758,1,4,6.9569155503503275
70,16,126,2148,167,20,3,160,8,3,8848,2,5,0.3953990631097785
37,21,126,3868,163,20,3,6,8,0,20106,1,5,3.444583784596073
20,15,280,3831,152,20,3,7,8,0,11965,1,4,0.07562616017516662
21,21,126,173,163,20,3,109,8,1,8684,2,5,10.104437022938445
104,18,199,4065,163,20,3,109,8,5,14097,5,5,0.08055906860918556
106,20,126,2891,163,20,3,98,8,0,22413,1,4,0.6145676613330322
37,29,126,3521,135,20,3,151,8,1,18635,2,4,14.102214979834313
103,0,18,4173,180,15,24,109,8,5,5560,5,5,0.008418023116880599
20,15,126,2758,163,20,3,81,8,0,14788,2,4,0.6639727031035201
20,17,280,3831,152,20,3,115,8,0,22726,5,5,0.02068750424816363
74,16,126,1306,99,20,3,194,8,0,15923,1,5,0.654397214021403
90,2,232,2028,99,20,3,191,8,5,21312,5,5,0.000577014242871158
53,16,280,1475,31,17,28,12,8,0,21603,2,5,0.23744193894387014
13,20,126,3741,163,20,3,87,8,1,19758,1,4,1.50782790158437
20,15,126,297,163,20,3,81,8,0,9030,2,5,2.299165592273157
20,15,77,4109,99,24,56,114,11,5,2490,0,5,0.36417215562732846
7,20,127,1306,99,20,3,194,8,5,18404,5,5,3.297994622579069
41,20,126,1801,163,20,3,87,8,3,14779,1,4,3.120388964900221
19,10,199,3868,163,20,3,109,8,5,11254,5,5,0.021854207490112805
62,21,126,250,163,20,3,194,8,1,13295,1,0,2.3055157946330893
77,21,126,2701,142,20,3,194,8,0,20864,2,6,0.6291545336573457
22,7,126,2232,163,20,3,87,8,0,761,1,4,0.16868084896919358
6,18,126,1107,163,20,3,6,8,1,4265,2,5,13.12192866994839
34,9,126,297,163,20,3,18,8,1,7499,2,5,0.7165549552782342
20,15,280,966,163,20,3,133,8,0,5388,2,5,0.07125431655902871
25,30,232,2208,134,20,3,151,8,5,14175,5,5,6.4464210412744976
24,21,126,3889,163,20,3,6,8,3,3391,1,4,10.828217218167355
40,21,18,4173,180,15,24,42,8,5,8216,5,5,13.248493668050138
47,20,126,1622,161,20,3,109,8,1,6720,2,0,4.601939831118573
104,29,280,572,99,20,3,188,8,0,18888,5,5,1.4405670501492185
28,20,126,2605,99,20,3,194,8,3,9342,2,0,3.4401312138916023
3,20,126,3172,163,20,3,165,8,3,17415,2,4,1.028942331928449
78,16,232,3868,163,20,30,194,8,5,17496,5,5,0.003524073083568681
20,15,127,2457,173,20,3,104,8,5,18377,1,5,0.3714612274428404
20,15,126,2195,163,20,3,81,8,1,8274,1,4,1.2449608300133592
28,29,126,3868,163,20,3,130,8,0,1460,1,5,28.425538529458777
65,29,126,2460,99,20,3,151,8,3,25645,2,5,16.311393527066826
20,15,192,4173,180,15,27,47,8,5,19752,5,5,0.04324003793535593
103,15,280,2619,99,20,3,166,8,0,9803,1,5,0.024164929350257314
12,29,126,1107,163,20,3,6,8,1,11227,1,4,71.71997882955384
20,15,156,3172,163,20,3,81,8,5,1460,2,5,0.7425398296337528
5,21,126,3639,163,20,3,148,8,0,10401,1,5,2.1766315691147016
60,8,126,3147,163,3,3,87,8,0,26219,5,5,0.05542203891184178
20,15,280,2173,99,20,3,133,8,0,13331,5,4,0.07294194689653621
62,13,126,453,163,20,3,29,8,1,23145,2,4,0.5519491801117833
20,15,277,31,36,24,56,173,8,5,25938,2,5,0.011240961694688136
20,15,280,3832,163,20,3,133,8,0,510,1,5,0.03485202764996358
5,29,127,2943,167,20,3,186,8,5,7109,5,5,18.898381409220967
13,16,164,3961,0,20,3,29,8,5,53,5,5,13.938796739791101
105,30,164,250,163,20,30,61,8,5,10797,5,5,13.881016156662437
109,21,126,1475,31,20,3,128,8,0,9644,2,5,14.620972489200252
105,19,126,1959,163,20,3,6,8,3,5958,1,4,4.798375448811321
70,10,280,2258,163,20,3,57,8,0,7616,0,4,0.011946904794417453
17,16,126,1622,161,20,3,194,8,1,13187,1,0,0.513464412655694
16,16,126,3250,45,20,3,73,8,3,14743,2,4,4.950520523551051
20,15,258,260,8,15,43,138,0,5,5944,0,5,0.4341465058996969
98,20,126,281,99,20,3,165,8,0,1172,2,5,8.272283015943657
62,29,232,2455,158,20,3,194,8,5,642,5,5,3.3181625065592435
17,10,126,4003,163,20,3,18,8,0,11874,1,0,0.24634542065310366
51,21,126,3922,163,20,3,18,8,1,15199,1,5,3.548447740267604
62,18,126,1369,163,20,3,109,8,0,1794,1,5,3.0181058009569863
20,15,280,2049,99,20,3,22,8,3,6679,5,0,0.4050615232763808
5,20,192,4173,180,15,34,98,8,5,15407,5,5,0.13187218193269865
25,20,270,3868,163,20,3,111,8,5,16674,5,5,0.07419984635053799
9,16,126,1813,163,20,3,29,8,1,12793,2,4,2.7338345645277426
46,20,126,3868,163,20,3,109,8,1,17649,1,4,0.946483593934423
16,18,126,3387,8,20,3,191,8,1,8329,0,6,6.425484144400485
100,20,126,2943,167,20,3,18,8,3,9939,1,5,3.038942729042802
105,20,126,3868,163,20,3,6,8,0,1985,1,5,4.233839307258852
4,10,280,106,37,20,3,109,8,0,9304,5,5,0.172920566540937
55,21,71,4173,180,15,2,194,8,5,17571,1,6,1.2374566747705047
103,20,126,3169,163,20,3,194,8,0,6714,1,4,0.5789967897672277
51,2,126,3868,163,20,3,130,8,0,26200,1,5,0.0017925178216007826
112,20,126,3559,40,20,3,130,8,1,23978,1,5,1.8709738756924807
91,16,126,1622,161,20,3,18,8,0,17058,1,5,1.1431912467556027
52,20,126,588,163,20,3,160,8,3,5857,1,4,3.576183575215139
54,29,126,3818,131,20,3,194,8,0,4429,2,6,17.18922949614279
7,20,126,694,163,20,3,35,8,0,5775,1,5,17.582841745712138
21,20,126,3688,163,20,3,109,8,0,16,1,4,4.042112771244516
65,20,126,208,163,20,3,130,8,1,17722,1,6,2.251918164507542
12,15,126,1475,31,20,3,130,8,0,15698,0,5,4.672142983613511
109,21,280,3776,163,20,3,6,8,0,18819,1,5,0.1034752844665296
35,30,126,778,31,20,3,151,8,0,1049,1,5,90.63269107734774
39,1,126,4148,163,20,3,151,8,3,3084,1,4,0.0049568518671198065
32,29,126,1348,163,20,3,130,8,3,1821,1,4,48.24692120541204
90,8,126,3845,163,20,3,194,8,1,15366,2,6,0.007514708695041544
18,20,126,1584,163,20,3,111,8,1,25846,2,5,1.5922632785048856
62,0,232,503,163,20,3,151,8,5,14368,5,5,0.0006568898540261749
53,21,199,2848,99,7,16,84,8,5,20190,5,5,1.5243279585862965
4,17,199,3630,99,20,3,194,8,5,10631,5,5,0.25732860185417367
70,18,126,2049,99,20,3,165,8,0,10252,5,5,1.8200808526306183
10,25,126,412,163,20,3,50,8,1,6912,5,4,44.77797136043347
3,30,126,3868,163,20,3,26,8,1,7141,1,4,59.23738057443695
46,26,126,3344,99,20,3,194,8,0,12134,1,5,9.813546125488525
20,15,232,175,69,20,3,81,8,5,25295,5,5,0.4518295830138532
32,29,225,3868,163,20,3,109,8,5,547,5,5,6.806390833009167
35,21,126,2121,99,20,3,48,8,3,3397,5,5,25.43759889033086
20,15,127,2026,163,20,3,106,8,5,4403,0,5,1.2430202252394826
20,15,280,1157,175,20,3,22,8,1,17010,1,4,0.08527753007106277
14,29,164,2139,163,20,30,109,8,5,10815,5,5,8.17594755739587
9,30,280,162,163,20,3,35,8,0,17434,2,4,11.390717956164389
28,8,258,2770,0,20,3,200,8,5,6830,0,5,0.033936083917926706
20,17,280,3172,163,20,3,166,8,0,20112,2,5,0.015554241807184998
111,25,127,1203,167,20,3,7,8,5,4390,0,5,27.438329794919834
22,21,126,2605,99,20,3,165,8,3,10751,1,4,5.641592899454311
43,21,126,2127,163,20,3,109,8,3,13555,1,4,3.147958811331099
25,21,199,1292,163,20,3,6,8,5,14706,5,5,3.3513023556071184
17,7,126,3659,163,20,3,128,8,0,26124,1,5,0.012599270007766762
77,16,126,1369,163,20,3,194,8,0,6598,1,4,0.43627639516337
54,25,126,1369,163,20,3,73,8,0,13770,0,4,15.943336977959813
52,20,126,19,163,20,3,109,8,0,22458,0,5,2.5752800495632675
5,21,126,2823,163,20,3,109,8,0,21993,2,4,2.091878315167929
20,15,280,3868,163,17,28,69,8,0,13990,0,4,0.012386721443917073
20,15,280,3440,163,20,3,133,8,3,18224,1,4,0.01250176816477958
54,1,126,2723,163,20,3,111,8,1,4230,2,5,0.010069009822040493
37,29,126,2219,174,20,3,109,8,1,888,2,4,42.177089375297015
98,21,280,3344,99,20,3,95,8,1,15229,2,5,0.1756101438710601
77,21,126,3832,163,20,3,165,8,1,5564,1,4,1.1590901366775062
22,29,127,2129,77,20,3,194,8,5,14856,5,5,36.8261137745061
12,15,232,2031,163,24,56,194,8,5,24962,5,5,0.0016448832284313214
20,15,19,2035,150,15,43,11,0,5,23576,5,5,2.809816607503662
20,15,199,4012,103,20,3,126,8,5,8446,5,5,0.23428387831762967
4,30,164,2208,134,20,30,128,8,5,4709,5,5,19.85502529840547
70,15,280,3680,162,24,56,81,8,1,25715,2,6,0.0006672301662892508
9,29,4,2583,167,20,30,206,8,5,7129,5,5,41.80940691392577
28,30,126,1306,99,20,3,111,8,0,18895,2,5,58.5122742483485
57,1,126,1882,163,20,3,84,8,3,17823,1,5,0.007182569866492863
106,20,126,3868,163,20,3,148,8,0,1827,2,5,0.957661981373829
77,2,126,2056,163,20,3,87,8,3,13458,2,4,0.009749050882460338
9,16,199,1306,99,20,3,91,8,5,9187,5,5,1.3762863869754651
16,29,164,1541,163,20,3,109,8,5,6347,5,5,30.385129805965622
51,16,280,2208,134,20,3,7,8,0,7735,0,5,0.23324984350272904
14,24,232,131,0,9,3,194,8,5,17541,5,5,17.088715064049758
28,20,126,1243,163,20,3,109,8,0,1677,1,5,7.77345592239152
40,20,117,3868,163,24,56,18,8,5,19370,5,5,0.24386154173154587
41,24,126,3722,163,20,3,6,8,0,8437,0,5,16.24441853265462
57,30,126,1919,163,20,3,109,8,0,5500,1,4,44.31662893056694
62,16,280,2943,167,20,3,18,8,0,14098,5,5,0.05481887255413263
111,2,126,3868,163,20,3,109,8,3,3730,2,4,0.005394540641912439
51,21,126,218,71,20,3,194,8,0,6711,2,0,14.515435044932639
53,21,280,2333,167,20,3,118,8,0,14775,5,5,0.111264323329329
53,21,126,1306,99,20,3,194,8,3,5812,2,4,6.642315783728665
16,21,258,3575,163,20,3,26,8,5,18299,5,5,0.3406623788706551
12,21,136,1150,150,20,30,194,8,5,15480,1,5,0.7315892738864538
7,30,126,2245,163,20,3,160,8,0,13435,1,4,28.59522935761306
103,20,126,629,163,20,3,6,8,3,7774,1,0,9.653806432630605
97,15,199,2049,99,20,3,194,8,5,18338,2,6,0.059562029416874857
16,16,192,4173,180,15,24,194,8,5,21646,5,5,0.01264540427843435
78,29,126,2026,163,20,3,109,8,1,22386,1,4,13.03671426862098
5,25,127,40,99,20,3,18,8,5,19479,5,5,60.28441473606725
109,21,126,1178,163,20,3,18,8,0,18884,1,4,4.291523773009335
57,16,126,3785,99,20,3,194,8,3,9965,1,5,0.45960868052480325
92,25,126,2349,163,20,3,6,8,0,22981,5,5,8.829675592487824
91,21,127,1243,163,3,3,118,8,5,167,2,5,13.762851841754141
105,20,127,1622,161,20,3,111,8,5,2975,2,5,2.9088988175105106
4,21,126,1396,99,24,56,109,8,0,20662,2,5,0.945332866879548
6,21,126,40,99,20,3,194,8,0,17454,1,4,7.875650654182975
54,20,126,3868,163,20,3,130,8,0,8521,5,5,1.2306459938264078
20,15,126,3785,99,20,3,194,8,3,14537,0,4,0.37217897755911095
98,24,126,3868,163,3,3,151,8,0,4720,0,5,7.238504425150291
55,16,170,4173,180,28,10,151,8,5,15140,2,5,0.026191997795774125
5,16,126,3722,163,20,3,194,8,0,9841,1,4,0.3075457279659512
19,10,176,4173,180,15,2,194,8,5,10274,2,6,0.014108587066933662
77,20,164,857,163,20,3,165,8,5,2229,5,5,1.4343807357494818
32,0,280,3688,163,20,3,57,8,0,18912,2,4,0.0002387115525621349
18,29,136,3868,163,3,3,26,8,5,7341,5,5,66.20490565967864
100,24,126,3747,76,20,3,165,8,3,17330,0,4,3.9908501399432152
10,19,126,2137,176,20,3,165,8,5,25934,2,5,0.47223289609712715
74,20,126,1107,163,20,3,87,8,0,981,1,4,7.002264551515454
20,15,245,4106,163,20,3,11,0,5,4129,2,5,0.2059243569279679
61,21,126,2243,163,20,3,128,8,3,15438,1,4,1.8427966111050682
9,16,232,1409,163,9,3,130,8,5,16135,5,5,0.21422502835058863
69,29,126,2127,163,20,3,18,8,1,18904,2,5,33.942155077674165
80,16,258,1791,163,20,30,201,8,5,14104,2,5,0.005282437396424509
20,15,126,610,163,20,3,81,8,0,3407,1,4,3.0162818610952864
7,21,126,1541,163,20,3,87,8,1,24179,1,5,3.470973554343556
69,16,126,2534,163,20,3,194,8,0,9835,2,5,0.24491464942710617
62,29,164,2943,167,24,56,194,8,5,24587,5,5,0.1721869926532852
91,25,126,2943,167,20,3,18,8,0,18497,5,5,8.056863257827006
6,15,126,1781,165,20,3,87,8,1,12889,1,4,1.1180436175669815
25,21,126,3075,163,20,3,109,8,0,22613,1,5,1.4930985053482018
46,1,126,3868,163,20,3,109,8,0,24331,2,4,0.0019942119598919065
25,16,126,1618,99,20,3,194,8,0,3865,1,4,2.1142160932201013
20,15,117,2088,163,20,3,81,8,5,9852,5,5,1.304037200952177
9,29,258,2049,99,4,9,18,8,5,23134,5,5,23.550367316644028
20,15,136,1753,163,20,30,133,8,5,1191,5,5,0.3511494824157247
20,15,127,2596,163,23,35,133,8,5,23602,1,5,0.04894456646481382
41,30,232,1003,163,20,3,188,8,5,19957,5,5,2.6099179283377243
106,10,126,2127,163,20,3,109,8,3,11472,1,5,0.0707778417072481
62,29,127,2323,113,20,3,160,8,5,18032,1,5,19.94844168210295
3,21,126,3070,31,20,3,109,8,1,3839,2,4,33.40824683374117
16,20,126,1753,163,3,3,130,8,0,6145,1,4,11.631111897830184
37,29,195,3747,76,20,3,48,8,5,24316,5,5,16.431006964607462
20,15,127,2943,167,20,3,194,8,5,23225,0,5,0.09570646456997088
103,16,280,507,99,20,3,118,8,1,5580,2,5,0.15346287235090383
96,21,126,3868,163,20,3,87,8,3,24468,2,0,0.6601757355804008
91,16,126,2848,99,3,3,73,8,3,9569,2,5,4.516680149761917
20,15,127,214,138,20,3,198,8,5,1596,2,5,1.5705419693316494
39,21,126,1492,143,20,3,6,8,0,22919,2,4,8.665235216020305
104,10,126,3868,163,20,3,26,8,1,11618,2,4,0.09403019427887216
109,21,280,3868,163,24,56,91,8,3,18433,1,5,0.0037308615995062227
4,25,127,1762,163,20,3,89,8,5,2539,0,5,31.0338883334502
28,20,280,2333,167,20,3,91,8,0,20401,2,5,0.09881696647801885
20,15,280,3868,163,20,3,198,8,0,9156,1,4,0.009884215793352228
70,29,126,3624,163,20,3,73,8,1,20527,1,6,12.726686797078843
10,10,126,2418,163,20,3,128,8,0,9028,1,4,0.16442418749383958
20,15,280,97,131,20,3,17,8,3,2925,1,0,0.6928169878564872
40,24,126,2523,131,20,3,18,8,0,17160,0,4,19.97607383064073
11,20,126,993,163,20,3,130,8,1,5408,1,5,6.366446518495411
74,21,126,1059,163,20,3,18,8,0,7250,1,4,12.515031641074692
20,15,280,1057,163,20,3,22,8,0,20885,2,4,0.08240382464702856
20,15,117,1733,58,20,3,173,8,5,5946,5,5,3.5456648807744657
106,21,199,157,99,20,3,151,8,5,18804,5,5,1.0063098073174392
12,21,126,3809,163,20,3,98,8,3,25484,2,0,1.2895479000901533
98,16,126,638,99,20,3,18,8,3,15515,1,4,4.252051295318812
22,24,126,4003,163,20,3,201,8,3,9150,0,5,2.4213392675830576
91,2,126,1781,165,20,3,111,8,0,20254,1,4,0.004590176067274081
35,16,126,1306,99,20,3,194,8,3,2895,1,5,2.209453347377644
20,15,199,2774,99,20,3,133,8,5,8799,5,5,0.3540331797573031
55,30,126,1107,163,20,3,6,8,3,19837,2,4,55.44834297607275
20,15,280,3490,176,20,3,133,8,1,991,0,5,0.03129756016041688
20,15,127,2605,99,20,3,133,8,5,11596,0,5,1.2591983852044548
35,21,126,3781,172,20,3,109,8,3,6046,5,4,2.6253709993553818
6,7,280,2821,75,17,28,201,8,0,16610,1,4,0.0014825812534637885
20,15,245,2396,31,20,3,7,8,5,5240,2,5,2.326927611988911
5,8,126,2092,163,20,3,109,8,1,12962,1,4,0.10010200563954905
63,20,93,2605,99,20,3,194,8,5,2427,1,5,6.381145729112665
4,21,126,245,169,20,3,111,8,1,58,1,6,16.82629157884096
70,10,126,1351,91,20,3,87,8,3,19406,0,4,0.311596252533578
57,21,126,2534,163,20,3,18,8,0,6537,1,4,9.41181046692852
109,16,126,2525,163,20,3,160,8,0,7704,1,0,0.29740779802012274
103,20,126,1475,31,20,3,29,8,0,25667,1,4,12.077715810307819
41,30,126,1622,161,20,3,18,8,0,21230,1,5,49.68243811900752
70,29,280,4109,99,20,3,84,8,3,4650,5,5,4.14733062865328
28,25,126,3069,8,20,3,6,8,0,18762,0,4,67.9793688118292
46,20,126,2127,163,20,3,130,8,0,9726,1,4,2.3813974425525597
14,16,126,3440,163,20,3,160,8,0,4124,1,0,0.694372476539642
91,16,126,65,163,20,3,73,8,0,20955,2,5,0.8380094436309502
1,21,126,3868,163,20,3,18,8,0,4512,1,4,11.335655647437587
21,19,126,2848,99,20,3,18,8,0,24877,1,5,5.405239026186007
55,25,126,638,99,20,3,87,8,3,3689,5,5,50.89024351126494
25,23,280,819,163,20,3,91,8,0,7848,1,5,1.0581797547079013
20,15,232,655,43,9,3,81,8,5,18078,5,5,1.7342180531202775
80,0,280,3063,33,20,3,91,8,0,16185,1,4,0.0011518232299938247
5,10,126,2092,163,20,3,18,8,0,9049,2,4,0.6221619543058402
37,29,192,4173,180,15,24,130,8,5,1170,5,5,3.8034829163929396
63,29,126,1781,165,20,3,109,8,1,24667,2,4,13.640491370946709
79,16,126,2460,99,20,3,194,8,1,22810,1,5,0.2593816969230672
98,20,126,3897,163,20,3,186,8,0,2785,1,5,0.6479080850089025
97,21,126,3550,163,20,3,35,8,1,22099,2,5,1.3810371405761133
52,26,126,3785,99,20,3,91,8,0,11460,1,4,21.778019207626524
103,24,117,1867,109,20,30,191,8,5,16450,5,5,1.4283844385133284
20,15,136,250,163,24,56,81,8,5,10283,1,5,0.16261947578399458
20,15,164,31,36,20,30,133,8,5,22382,5,5,0.6715119592579519
74,21,126,1867,109,20,3,18,8,0,10796,2,0,17.080630851139215
109,21,126,1548,163,20,3,6,8,1,22906,5,5,3.1676742189929032
57,21,126,2687,69,20,3,111,8,1,24318,1,5,4.48595850516328
74,16,126,3868,163,20,3,18,8,3,8558,1,5,1.0015652632439593
17,30,126,3495,163,20,3,109,8,0,20467,1,5,19.68911958150098
21,30,136,2049,99,20,30,109,8,5,7351,2,5,40.396773405125394
90,21,126,3191,163,20,3,18,8,0,12186,1,5,3.83489396160162
20,15,127,1200,163,20,3,81,8,5,20228,2,5,0.7672065453878538
46,21,126,1322,174,20,3,130,8,3,15457,2,4,2.4412370165340773
10,15,126,860,99,20,3,194,8,3,17432,2,0,1.0334437829596235
100,16,232,3079,99,24,56,200,8,5,14426,5,5,0.0031785118354865126
20,15,258,2596,163,20,30,133,8,5,24831,5,5,0.005316359479398462
61,25,126,2921,163,20,3,151,8,0,21503,5,5,2.4537678189387826
102,11,199,1618,99,20,3,87,8,5,16574,5,5,0.06978062128863566
25,21,126,2195,163,20,3,6,8,3,17747,2,4,7.911779845323869
40,29,126,2943,167,20,3,6,8,3,8537,5,5,51.249795560443054
106,16,127,638,99,20,3,194,8,5,10936,1,5,0.8031961911597744
103,16,127,133,163,20,3,7,8,5,5660,5,5,3.6709103522565325
25,16,126,3868,163,20,3,194,8,3,10205,5,5,0.22105522746917466
13,25,126,1203,167,20,3,35,8,3,11341,5,5,32.119288756677456
25,25,126,2686,163,20,3,109,8,0,5040,5,5,15.397266953308767
16,29,126,297,163,3,3,130,8,1,7221,2,4,75.67408435751862
9,20,126,1804,163,20,3,165,8,0,21785,5,4,1.1928366252392155
61,21,18,4173,180,15,4,130,8,5,8565,2,4,9.928140184567805
20,15,136,3067,99,20,3,113,8,5,18467,5,5,0.6904196941844822
62,16,164,4095,163,20,30,194,8,5,25466,5,5,0.008237220380684248
20,15,126,2605,99,20,3,194,8,3,1194,5,4,1.3287642786973677
20,15,164,3191,163,20,30,81,8,5,13697,5,5,0.0933454217178969
20,15,232,571,131,15,43,69,8,5,15965,5,5,0.0842109949355316
103,20,164,1950,163,20,30,29,8,5,2542,5,5,1.0412694673876073
20,15,164,3344,99,20,3,11,0,5,22428,5,5,0.9977060387133196
20,15,280,1904,78,20,3,69,8,0,18361,5,5,0.15523623607690198
106,19,126,2534,163,20,3,130,8,1,9675,5,0,0.8834797180638602
69,16,126,1894,163,20,3,194,8,0,12089,1,5,0.2678052661364722
104,19,126,776,74,20,3,18,8,0,16065,0,5,12.288451945353094
96,21,199,4085,163,20,3,151,8,5,19432,5,5,0.09619667466282383
69,21,126,3688,163,20,3,165,8,0,20759,1,6,0.47574077218967825
100,16,199,1768,167,20,3,18,8,5,2429,5,4,0.5734209878210267
78,8,280,3868,163,20,3,87,8,3,19632,2,4,0.001074757844013742
16,16,199,638,99,20,3,194,8,5,8536,5,5,0.5738528600969951
20,15,280,1836,99,20,3,133,8,0,7285,1,5,0.1234389987323414
9,21,126,19,163,20,3,109,8,0,2314,1,5,17.095417443763917
4,24,126,2121,99,17,28,111,8,0,6039,5,5,17.823187059792318
98,16,199,630,163,3,3,18,8,5,9887,5,4,1.570233846591278
37,2,126,2980,163,3,3,111,8,0,8179,1,4,0.032060932091140505
109,20,278,2605,99,24,56,127,8,5,26270,5,5,0.00478480166004363
29,20,126,2208,134,20,3,206,8,3,19449,2,5,0.9791872790694222
106,29,280,2127,163,20,3,194,8,0,26012,0,0,0.1980940705145545
5,21,126,503,163,20,3,109,8,0,17077,1,5,6.364181710885526
111,21,126,921,109,20,3,111,8,3,8788,5,5,7.046326418653166
20,15,127,1243,163,3,3,81,8,5,19985,5,5,2.0540544983483415
98,21,126,2333,167,20,3,151,8,3,6642,1,0,1.7316015294364002
20,15,280,2499,163,20,3,174,8,0,17137,2,5,0.012143354005091317
47,10,126,1186,163,20,3,73,8,0,24381,1,4,0.11626176146514378
79,19,126,2822,84,20,3,165,8,3,4756,5,5,2.989005183544815
51,25,280,1512,165,20,3,37,8,5,12832,5,5,1.3674894222063094
65,21,127,1618,99,20,3,194,8,5,14952,5,5,2.8149420974711514
20,17,117,3868,163,20,30,194,8,5,5488,5,5,0.16821055799322487
22,16,126,3868,163,20,3,194,8,0,15882,2,4,0.16456908546797244
4,21,126,78,163,20,3,128,8,0,15948,1,5,6.584266305458178
3,21,126,412,163,20,3,26,8,0,14508,5,4,16.996447487669922
28,30,258,3785,99,20,3,148,8,5,8616,2,5,5.622243872127765
69,20,126,3169,163,3,3,111,8,0,16257,0,5,2.7991104313198334
109,0,127,4003,163,3,3,129,8,5,4210,2,5,0.005902294403216517
6,15,280,2501,167,17,35,4,8,3,11655,5,5,0.036423444031059085
111,16,126,2028,99,20,3,194,8,0,11416,1,4,0.47678167681640604
65,15,164,3070,31,20,30,160,8,5,22318,5,5,0.11597307110394726
90,30,126,2605,99,20,3,109,8,0,11759,2,5,43.63827618875854
109,20,192,4173,180,15,24,194,8,5,4688,5,5,0.0510750186656982
55,21,280,65,163,20,3,4,8,3,25261,5,5,0.4387415836979744
16,10,126,3868,163,20,3,109,8,0,7322,2,5,0.12258866883355435
20,15,280,1306,99,20,3,133,8,0,20574,2,5,0.06200860676027431
46,20,126,3922,163,20,3,98,8,0,5683,1,4,2.2791155767162663
52,30,126,3868,163,20,3,111,8,0,25600,1,4,9.66949965044873
20,15,280,3868,163,20,3,22,8,3,11024,2,4,0.05589560968919171
105,20,280,1041,45,20,3,57,8,3,9141,1,0,1.535693323725128
18,16,126,3070,31,20,3,194,8,0,9199,2,4,2.6524303338463233
98,16,126,2596,163,20,3,84,8,1,10337,2,5,0.5559965877057328
97,30,232,3868,163,20,30,165,8,5,6394,5,5,0.560584781980861
25,21,126,1753,163,20,3,87,8,1,5949,1,5,8.471848795013672
37,21,126,1753,163,20,3,87,8,0,10820,0,5,5.677541762823394
91,30,126,431,175,20,3,18,8,0,25435,1,4,36.462283173922756
98,21,126,2036,56,20,3,73,8,3,24617,2,4,6.632143097072983
28,16,126,598,163,3,3,194,8,0,8077,1,5,2.2737404442378635
20,15,258,2995,91,20,30,11,0,5,22142,2,5,0.0743663181263061
10,29,126,1369,163,20,3,18,8,1,26382,2,4,43.10081647562553
20,15,280,1959,163,17,35,12,8,0,8801,1,5,0.047219941902775675
105,7,280,2936,163,20,3,57,8,0,22815,1,0,0.001038040940426314
51,21,126,1314,45,20,3,111,8,0,5987,1,5,28.605067009721473
57,21,126,2804,163,20,3,18,8,1,15975,1,0,5.094412708847486
20,15,204,2819,91,20,3,17,8,5,8995,1,5,1.2344313114594299
10,20,280,3172,163,20,3,200,8,1,12297,2,0,0.05342147120904869
102,29,126,3191,163,20,3,160,8,0,6211,5,4,11.357272019396556
69,21,126,1264,31,20,3,111,8,0,26378,2,5,9.878628108523891
24,20,127,1950,163,3,3,148,8,5,14928,2,5,4.659312097776552
19,10,126,2943,167,20,3,194,8,3,15732,2,0,0.03882313867446059
9,8,126,3363,163,20,3,165,8,1,23081,1,4,0.017112313188445555
20,15,126,3957,163,20,3,81,8,0,15286,1,5,0.4118717668270166
20,15,127,1503,33,20,3,81,8,5,12834,5,5,7.599985344735195
39,15,164,999,163,24,56,194,8,5,4935,5,5,0.02507169679675513
39,8,126,956,45,20,3,128,8,1,2826,1,4,1.0479510105736582
9,21,126,2605,99,20,3,194,8,1,25299,2,0,2.0134737998892285
111,21,126,3785,99,20,3,165,8,1,11516,5,5,1.4590055261406527
65,16,199,2049,99,20,3,160,8,5,25792,5,5,0.0974306654822644
19,20,280,2052,43,20,3,194,8,1,8797,2,6,0.564600700152458
103,16,232,2943,167,24,56,128,8,5,2462,5,5,0.005394217439465154
55,21,126,669,150,20,3,87,8,0,2561,5,5,13.26664374389918
47,10,280,638,99,20,3,87,8,0,20630,2,5,0.021757239724104885
74,29,126,2943,167,20,3,109,8,0,23174,1,5,8.98034462216064
62,29,126,2848,99,20,3,128,8,0,13100,1,5,34.25271064613065
25,29,126,2346,100,20,3,194,8,0,15851,1,6,26.553279842706836
20,15,127,3955,163,3,30,22,8,5,5619,1,5,1.2742990685006812
20,15,136,3932,166,20,3,22,8,5,20108,5,5,0.4264413321031556
92,20,126,3868,163,20,3,194,8,3,11021,2,4,0.36992465054315277
18,18,199,3868,163,20,3,98,8,5,4043,5,5,0.44420010784345054
100,20,164,3868,163,24,56,18,8,5,21540,5,5,0.047438959389336656
12,20,126,638,99,20,3,148,8,3,26345,2,0,4.352363970947044
80,20,164,2670,110,20,30,58,5,5,390,5,5,2.043153399221816
20,22,232,738,176,20,30,124,4,5,5469,5,5,0.4986115875625221
